raw_finish_time, proof_generation_time, proof_checking_time, raw_proof_size, raw_derivation_steps, trimmed_proof_size, trimmed_derivation_steps
0.05250716209411621, 0.0674140453338623, 0, 0, 0, 0, 0
0.023308992385864258, 0.0395960807800293, 0, 0, 0, 0, 0
0.02282404899597168, 0.03931117057800293, 0, 0, 0, 0, 0
0.04845094680786133, 0.06564188003540039, 0, 0, 0, 0, 0
0.049742937088012695, 0.06507015228271484, 0, 0, 0, 0, 0
0.04918694496154785, 0.0654299259185791, 0, 0, 0, 0, 0
0.06579089164733887, 0.08632183074951172, 0, 0, 0, 0, 0
0.0232088565826416, 0.0368497371673584, 0, 0, 0, 0, 0
0.02279496192932129, 0.0373380184173584, 0, 0, 0, 0, 0
0.1487140655517578, 0.1739809513092041, 0, 0, 0, 0, 0
0.02454400062561035, 0.039938926696777344, 0, 0, 0, 0, 0
0.024415016174316406, 0.03835177421569824, 0, 0, 0, 0, 0
0.06543684005737305, 0.09010505676269531, 0, 0, 0, 0, 0
0.10758566856384277, 0.12906503677368164, 0, 0, 0, 0, 0
0.1498246192932129, 0.1745920181274414, 0, 0, 0, 0, 0
0.02352309226989746, 0.03769803047180176, 0, 0, 0, 0, 0
0.022730112075805664, 0.038784027099609375, 0, 0, 0, 0, 0
0.1013939380645752, 0.1232459545135498, 0, 0, 0, 0, 0
0.023869991302490234, 0.03680706024169922, 0, 0, 0, 0, 0
0.007411003112792969, 0.022829055786132812, 0.13625288009643555, 47744, 136, 6778, 30
0.023457765579223633, 0.037075042724609375, 0, 0, 0, 0, 0
0.20279216766357422, 0.23471689224243164, 0, 0, 0, 0, 0
0.3880620002746582, 0.4694247245788574, 0, 0, 0, 0, 0
0.1488189697265625, 0.17224717140197754, 0, 0, 0, 0, 0
0.09950900077819824, 0.12000489234924316, 0, 0, 0, 0, 0
0.09924197196960449, 0.12035703659057617, 0, 0, 0, 0, 0
