raw_finish_time, proof_generation_time, proof_checking_time, raw_proof_size, raw_derivation_steps, trimmed_proof_size, trimmed_derivation_steps
0.13136696815490723, 0.17374587059020996, 0.21208906173706055, 234077, 648, 73665, 116
0.21970820426940918, 0.2599911689758301, 0.17867207527160645, 239764, 779, 67802, 67
0.1531989574432373, 0.18993401527404785, 0.18819570541381836, 225781, 721, 66582, 81
0.1423649787902832, 0.22023797035217285, 2.174683094024658, 243656, 843, 87611, 162
0.20534610748291016, 0.2737290859222412, 0.2683289051055908, 358030, 1175, 99873, 204
0.11764812469482422, 0.15238690376281738, 0.23551106452941895, 196101, 544, 83403, 156
0.1434791088104248, 0.1857891082763672, 0.24188971519470215, 235842, 793, 87594, 162
0.11666297912597656, 0.15085792541503906, 0.24271798133850098, 196864, 544, 88804, 162
0.16721200942993164, 0.21222400665283203, 0.28968095779418945, 247138, 674, 100548, 207
0.14354991912841797, 0.19051766395568848, 0.23504209518432617, 244740, 849, 82511, 156
0.17826104164123535, 0.22686481475830078, 0.27981114387512207, 262957, 769, 100744, 207
