raw_finish_time, proof_generation_time, proof_checking_time, raw_proof_size, raw_derivation_steps, trimmed_proof_size, trimmed_derivation_steps
0.07182788848876953, 0.11271405220031738, 0.08695411682128906, 202825, 555, 78916, 55
0.08286595344543457, 0.12251591682434082, 0.08530902862548828, 232066, 586, 71238, 34
0.10668373107910156, 0.15341997146606445, 0.08758306503295898, 228685, 632, 67532, 42
0.07946419715881348, 0.11557412147521973, 0.10219788551330566, 199257, 542, 90292, 105
0.0788421630859375, 0.11340522766113281, 0.10199236869812012, 200350, 542, 90705, 105
0.08108711242675781, 0.12341570854187012, 0.10473299026489258, 199112, 542, 84397, 98
0.13923907279968262, 0.17783308029174805, 0.10105514526367188, 244245, 657, 85455, 93
0.12234115600585938, 0.17326593399047852, 0.08421897888183594, 256792, 699, 69029, 34
0.629993200302124, 0.30359601974487305, 0.14370203018188477, 368905, 990, 97914, 127
