raw_finish_time, proof_generation_time, proof_checking_time, raw_proof_size, raw_derivation_steps, trimmed_proof_size, trimmed_derivation_steps
0.02456808090209961, 0.042745113372802734, 0, 0, 0, 0, 0
0.02343583106994629, 0.04225277900695801, 0, 0, 0, 0, 0
0.05891871452331543, 0.08075785636901855, 0, 0, 0, 0, 0
0.024486303329467773, 0.045771121978759766, 0, 0, 0, 0, 0
0.02500319480895996, 0.04367208480834961, 0, 0, 0, 0, 0
0.02943277359008789, 0.046500205993652344, 0, 0, 0, 0, 0
0.024539947509765625, 0.04479098320007324, 0, 0, 0, 0, 0
0.024337053298950195, 0.0437769889831543, 0, 0, 0, 0, 0
0.0350949764251709, 0.054062843322753906, 0, 0, 0, 0, 0
0.03159308433532715, 0.05791902542114258, 0, 0, 0, 0, 0
0.03155207633972168, 0.05675792694091797, 0, 0, 0, 0, 0
0.04290199279785156, 0.06229114532470703, 0, 0, 0, 0, 0
0.023980140686035156, 0.04275703430175781, 0, 0, 0, 0, 0
0.02495288848876953, 0.0453488826751709, 0, 0, 0, 0, 0
0.04040408134460449, 0.06441521644592285, 0, 0, 0, 0, 0
0.028422117233276367, 0.05058693885803223, 0, 0, 0, 0, 0
0.028927087783813477, 0.050908803939819336, 0, 0, 0, 0, 0
0.028680086135864258, 0.04941701889038086, 0, 0, 0, 0, 0
0.02760481834411621, 0.04651999473571777, 0, 0, 0, 0, 0
0.024157047271728516, 0.04218482971191406, 0, 0, 0, 0, 0
0.07736396789550781, 0.10544896125793457, 0, 0, 0, 0, 0
0.024068117141723633, 0.04352593421936035, 0, 0, 0, 0, 0
0.10690689086914062, 0.13174819946289062, 0, 0, 0, 0, 0
0.04327392578125, 0.058649301528930664, 0, 0, 0, 0, 0
0.041441917419433594, 0.061403751373291016, 0, 0, 0, 0, 0
0.1254100799560547, 0.4688429832458496, 0.14805912971496582, 142708, 576, 29184, 97
0.12290811538696289, 0.19042301177978516, 0.14484095573425293, 159153, 673, 29192, 97
