raw_finish_time, proof_generation_time, proof_checking_time, raw_proof_size, raw_derivation_steps, trimmed_proof_size, trimmed_derivation_steps
0.042513132095336914, 0.04837608337402344, 0, 0, 0, 0, 0
0.021319150924682617, 0.03225302696228027, 0, 0, 0, 0, 0
0.0218050479888916, 0.03194618225097656, 0, 0, 0, 0, 0
0.21544814109802246, 0.24913287162780762, 0, 0, 0, 0, 0
0.02418208122253418, 0.03668618202209473, 0.01599597930908203, 43164, 162, 9689, 53
0.021991968154907227, 0.034690141677856445, 0.015463829040527344, 41888, 169, 9648, 60
